lat,lon,month,temp,humidity,rainfall,NDVI,lat_lon,sin_lat,cos_lat
9.8,78.0,1,23.95,89.97,0.9,0.6437,764.4,0.170209,0.985408
9.8,78.1,1,25.42,90.67,1.49,0.6521,765.38,0.170209,0.985408
9.8,78.2,1,24.91,86.57,1.74,0.6556,766.36,0.170209,0.985408
9.8,78.3,1,22.66,87.58,1.95,0.6608,767.34,0.170209,0.985408
9.8,78.4,1,26.54,84.89,1.8,0.6608,768.32,0.170209,0.985408
9.8,78.5,1,24.44,85.19,2.03,0.697,769.3,0.170209,0.985408
9.8,78.6,1,25.43,83.79,1.95,0.6943,770.28,0.170209,0.985408
9.8,78.7,1,25.33,87.34,2.55,0.6894,771.26,0.170209,0.985408
9.8,78.8,1,26.35,87.13,3.15,0.6891,772.24,0.170209,0.985408
9.8,78.9,1,26.46,87.71,3.25,0.7304,773.22,0.170209,0.985408
9.8,79.0,1,25.57,91.47,3.13,0.7463,774.2,0.170209,0.985408
9.8,79.1,1,24.68,84.49,2.95,0.7619,775.18,0.170209,0.985408
9.8,79.2,1,25.26,87.48,3.71,0.7709,776.16,0.170209,0.985408
9.8,79.3,1,24.89,87.09,2.62,0.7904,777.14,0.170209,0.985408
9.8,79.4,1,25.51,86.46,2.49,0.7883,778.12,0.170209,0.985408
9.8,79.5,1,25.44,81.64,4.24,0.8,779.1,0.170209,0.985408
9.8,79.6,1,25.63,87.6,2.71,0.8207,780.08,0.170209,0.985408
9.8,79.7,1,27.5,87.92,3.89,0.8316,781.06,0.170209,0.985408
9.8,79.8,1,24.97,86.81,3.52,0.8146,782.04,0.170209,0.985408
9.8,79.9,1,25.92,87.46,3.49,0.8064,783.02,0.170209,0.985408
9.8,80.0,1,25.31,86.21,2.95,0.8104,784.0,0.170209,0.985408
9.8,80.1,1,24.54,89.94,4.35,0.8182,784.98,0.170209,0.985408
9.8,80.2,1,24.21,86.89,3.68,0.7989,785.96,0.170209,0.985408
9.8,80.3,1,25.95,90.65,4.11,0.786,786.94,0.170209,0.985408
9.8,80.4,1,25.16,86.78,3.69,0.7814,787.92,0.170209,0.985408
9.8,80.5,1,26.08,88.31,4.78,0.7928,788.9,0.170209,0.985408
9.9,76.0,1,25.58,72.81,3.62,0.98,752.4,0.171929,0.985109
9.9,76.1,1,25.15,73.48,3.6,0.98,753.39,0.171929,0.985109
9.9,76.2,1,24.56,74.31,3.33,0.9706,754.38,0.171929,0.985109
9.9,76.3,1,25.19,76.46,2.7,0.9595,755.37,0.171929,0.985109
9.9,76.4,1,24.13,75.47,3.2,0.9511,756.36,0.171929,0.985109
9.9,76.5,1,25.74,77.84,1.67,0.897,757.35,0.171929,0.985109
9.9,76.6,1,23.23,74.14,3.42,0.8877,758.34,0.171929,0.985109
9.9,76.7,1,24.06,76.56,3.47,0.8491,759.33,0.171929,0.985109
9.9,76.8,1,23.92,80.9,3.19,0.8081,760.32,0.171929,0.985109
9.9,76.9,1,23.51,83.08,2.89,0.8027,761.31,0.171929,0.985109
9.9,77.0,1,23.6,79.78,1.84,0.7863,762.3,0.171929,0.985109
9.9,77.1,1,25.17,82.62,1.22,0.7569,763.29,0.171929,0.985109
9.9,77.2,1,24.07,83.15,2.33,0.7451,764.28,0.171929,0.985109
9.9,77.3,1,23.64,81.56,0.66,0.6923,765.27,0.171929,0.985109
9.9,77.4,1,25.6,79.67,1.28,0.6884,766.26,0.171929,0.985109
9.9,77.5,1,23.69,83.73,0.51,0.6727,767.25,0.171929,0.985109
9.9,77.6,1,22.91,80.24,1.82,0.6561,768.24,0.171929,0.985109
9.9,77.7,1,23.55,85.6,1.84,0.6554,769.23,0.171929,0.985109
9.9,77.8,1,24.31,84.95,2.04,0.6395,770.22,0.171929,0.985109
9.9,77.9,1,23.87,83.3,1.62,0.6358,771.21,0.171929,0.985109
9.9,78.0,1,23.37,84.42,1.04,0.6193,772.2,0.171929,0.985109
9.9,78.1,1,25.15,90.04,1.06,0.6544,773.19,0.171929,0.985109
9.9,78.2,1,23.27,84.91,1.31,0.6317,774.18,0.171929,0.985109
9.9,78.3,1,24.21,88.51,2.18,0.65,775.17,0.171929,0.985109
9.9,78.4,1,23.55,88.96,2.56,0.6694,776.16,0.171929,0.985109
9.9,78.5,1,25.73,87.19,1.98,0.639,777.15,0.171929,0.985109
9.9,78.6,1,24.52,90.71,2.21,0.6519,778.14,0.171929,0.985109
9.9,78.7,1,24.6,85.17,2.87,0.6842,779.13,0.171929,0.985109
9.9,78.8,1,25.01,86.93,2.51,0.6734,780.12,0.171929,0.985109
9.9,78.9,1,25.75,88.38,2.94,0.7034,781.11,0.171929,0.985109
9.9,79.0,1,25.28,89.52,3.14,0.7103,782.1,0.171929,0.985109
9.9,79.1,1,25.85,83.3,2.83,0.7222,783.09,0.171929,0.985109
9.9,79.2,1,24.86,85.71,3.31,0.7773,784.08,0.171929,0.985109
9.9,79.3,1,25.17,88.68,2.72,0.7502,785.07,0.171929,0.985109
9.9,79.4,1,26.32,88.42,3.27,0.7779,786.06,0.171929,0.985109
9.9,79.5,1,26.07,87.39,3.46,0.7859,787.05,0.171929,0.985109
9.9,79.6,1,25.68,85.71,3.3,0.7903,788.04,0.171929,0.985109
9.9,79.7,1,24.99,88.24,3.5,0.7898,789.03,0.171929,0.985109
9.9,79.8,1,25.6,88.55,3.75,0.8097,790.02,0.171929,0.985109
9.9,79.9,1,25.34,88.03,3.72,0.8043,791.01,0.171929,0.985109
9.9,80.0,1,24.4,88.03,4.71,0.7961,792.0,0.171929,0.985109
9.9,80.1,1,25.56,88.44,3.82,0.7878,792.99,0.171929,0.985109
9.9,80.2,1,25.21,89.12,4.02,0.8018,793.98,0.171929,0.985109
9.9,80.3,1,26.56,89.68,4.22,0.7809,794.97,0.171929,0.985109
9.9,80.4,1,27.02,87.32,3.84,0.7629,795.96,0.171929,0.985109
9.9,80.5,1,26.33,89.67,3.77,0.7717,796.95,0.171929,0.985109
10.0,76.0,1,25.07,73.81,4.37,0.98,760.0,0.173648,0.984808
10.0,76.1,1,24.74,78.63,3.67,0.98,761.0,0.173648,0.984808
10.0,76.2,1,25.31,75.0,3.74,0.9725,762.0,0.173648,0.984808
10.0,76.3,1,26.24,76.03,2.95,0.948,763.0,0.173648,0.984808
10.0,76.4,1,25.58,76.72,2.81,0.9032,764.0,0.173648,0.984808
10.0,76.5,1,26.35,73.68,2.33,0.8991,765.0,0.173648,0.984808
10.0,76.6,1,25.27,75.22,3.25,0.8607,766.0,0.173648,0.984808
10.0,76.7,1,24.85,74.24,1.74,0.8432,767.0,0.173648,0.984808
10.0,76.8,1,22.88,80.04,2.15,0.8172,768.0,0.173648,0.984808
10.0,76.9,1,26.19,78.6,2.01,0.8285,769.0,0.173648,0.984808
10.0,77.0,1,25.46,76.64,1.0,0.7775,770.0,0.173648,0.984808
10.0,77.1,1,24.34,81.84,2.27,0.7345,771.0,0.173648,0.984808
10.0,77.2,1,21.84,83.45,1.16,0.7047,772.0,0.173648,0.984808
10.0,77.3,1,23.67,84.13,1.36,0.6729,773.0,0.173648,0.984808
10.0,77.4,1,23.36,82.51,0.61,0.671,774.0,0.173648,0.984808
10.0,77.5,1,23.91,84.5,1.22,0.6487,775.0,0.173648,0.984808
10.0,77.6,1,23.27,80.17,1.3,0.6331,776.0,0.173648,0.984808
10.0,77.7,1,22.23,83.9,1.45,0.6518,777.0,0.173648,0.984808
10.0,77.8,1,23.11,84.12,0.38,0.6412,778.0,0.173648,0.984808
10.0,77.9,1,25.22,86.39,1.45,0.6208,779.0,0.173648,0.984808
10.0,78.0,1,23.74,84.46,1.96,0.6188,780.0,0.173648,0.984808
10.0,78.1,1,23.96,84.33,2.3,0.6152,781.0,0.173648,0.984808
10.0,78.2,1,23.71,88.43,1.51,0.6202,782.0,0.173648,0.984808
10.0,78.3,1,23.76,83.0,2.1,0.6052,783.0,0.173648,0.984808
10.0,78.4,1,23.59,82.49,1.93,0.5977,784.0,0.173648,0.984808
10.0,78.5,1,24.49,84.66,1.51,0.6258,785.0,0.173648,0.984808
10.0,78.6,1,24.48,87.49,1.77,0.644,786.0,0.173648,0.984808
10.0,78.7,1,26.1,88.14,2.12,0.6541,787.0,0.173648,0.984808
10.0,78.8,1,24.98,87.11,2.29,0.6706,788.0,0.173648,0.984808
10.0,78.9,1,25.44,85.23,2.07,0.6827,789.0,0.173648,0.984808
10.0,79.0,1,24.07,84.91,2.78,0.6861,790.0,0.173648,0.984808
10.0,79.1,1,25.83,87.53,1.83,0.7103,791.0,0.173648,0.984808
10.0,79.2,1,26.13,85.58,3.14,0.7463,792.0,0.173648,0.984808
10.0,79.3,1,25.62,85.13,2.15,0.7438,793.0,0.173648,0.984808
10.0,79.4,1,25.49,86.94,2.56,0.7626,794.0,0.173648,0.984808
10.0,79.5,1,25.86,87.7,3.34,0.7723,795.0,0.173648,0.984808
10.0,79.6,1,26.65,85.47,3.58,0.7753,796.0,0.173648,0.984808
10.0,79.7,1,26.16,87.43,3.15,0.8004,797.0,0.173648,0.984808
10.0,79.8,1,24.7,85.89,3.29,0.7986,798.0,0.173648,0.984808
10.0,79.9,1,26.21,85.88,3.4,0.7987,799.0,0.173648,0.984808
10.0,80.0,1,25.41,89.74,2.93,0.7727,800.0,0.173648,0.984808
10.0,80.1,1,26.72,89.92,3.44,0.7947,801.0,0.173648,0.984808
10.0,80.2,1,24.99,86.64,3.98,0.7685,802.0,0.173648,0.984808
10.0,80.3,1,25.33,86.91,3.71,0.7806,803.0,0.173648,0.984808
10.0,80.4,1,26.77,86.01,3.7,0.7422,804.0,0.173648,0.984808
10.0,80.5,1,25.75,87.27,3.71,0.7476,805.0,0.173648,0.984808
10.1,76.0,1,24.6,74.41,4.55,0.98,767.6,0.175367,0.984503
10.1,76.1,1,26.03,71.19,3.59,0.9659,768.61,0.175367,0.984503
10.1,76.2,1,24.06,72.76,3.89,0.9271,769.62,0.175367,0.984503
10.1,76.3,1,25.41,71.51,2.97,0.9273,770.63,0.175367,0.984503
10.1,76.4,1,25.29,71.44,2.45,0.896,771.64,0.175367,0.984503
10.1,76.5,1,25.46,71.37,2.64,0.8682,772.65,0.175367,0.984503
10.1,76.6,1,25.56,77.87,2.84,0.8476,773.66,0.175367,0.984503
10.1,76.7,1,23.16,76.5,2.87,0.8135,774.67,0.175367,0.984503
10.1,76.8,1,25.03,79.01,2.39,0.8173,775.68,0.175367,0.984503
10.1,76.9,1,24.12,82.39,1.57,0.7715,776.69,0.175367,0.984503
10.1,77.0,1,23.74,82.61,1.17,0.7754,777.7,0.175367,0.984503
10.1,77.1,1,23.2,78.03,1.82,0.7411,778.71,0.175367,0.984503
10.1,77.2,1,22.93,78.71,1.51,0.7247,779.72,0.175367,0.984503
10.1,77.3,1,23.92,84.39,1.38,0.6906,780.73,0.175367,0.984503
10.1,77.4,1,23.6,82.49,0.46,0.6938,781.74,0.175367,0.984503
10.1,77.5,1,23.16,85.7,1.36,0.6492,782.75,0.175367,0.984503
10.1,77.6,1,23.49,85.79,1.96,0.6256,783.76,0.175367,0.984503
10.1,77.7,1,23.96,85.13,1.47,0.639,784.77,0.175367,0.984503
10.1,77.8,1,22.34,84.76,0.97,0.6334,785.78,0.175367,0.984503
10.1,77.9,1,24.51,84.63,0.25,0.6145,786.79,0.175367,0.984503
10.1,78.0,1,24.41,87.19,1.75,0.5983,787.8,0.175367,0.984503
10.1,78.1,1,22.84,87.38,1.22,0.5951,788.81,0.175367,0.984503
10.1,78.2,1,24.52,85.38,1.44,0.6222,789.82,0.175367,0.984503
10.1,78.3,1,24.07,88.93,1.95,0.5949,790.83,0.175367,0.984503
10.1,78.4,1,25.97,86.93,2.35,0.5904,791.84,0.175367,0.984503
10.1,78.5,1,24.93,87.58,1.14,0.5986,792.85,0.175367,0.984503
10.1,78.6,1,25.84,86.29,1.65,0.6403,793.86,0.175367,0.984503
10.1,78.7,1,25.02,87.92,2.42,0.6338,794.87,0.175367,0.984503
10.1,78.8,1,26.22,88.46,1.93,0.652,795.88,0.175367,0.984503
10.1,78.9,1,26.48,93.75,2.01,0.6804,796.89,0.175367,0.984503
10.1,79.0,1,23.58,88.66,2.43,0.6864,797.9,0.175367,0.984503
10.1,79.1,1,24.7,84.28,2.59,0.7262,798.91,0.175367,0.984503
10.1,79.2,1,25.99,83.63,2.96,0.6984,799.92,0.175367,0.984503
10.1,79.3,1,25.2,91.13,3.24,0.7143,800.93,0.175367,0.984503
10.1,79.4,1,25.49,87.94,3.4,0.7432,801.94,0.175367,0.984503
10.1,79.5,1,26.05,82.53,2.94,0.7475,802.95,0.175367,0.984503
10.1,79.6,1,26.15,88.0,2.64,0.7641,803.96,0.175367,0.984503
10.1,79.7,1,25.87,87.79,3.14,0.7602,804.97,0.175367,0.984503
10.1,79.8,1,26.35,86.89,3.45,0.7652,805.98,0.175367,0.984503
10.1,79.9,1,24.73,84.19,3.95,0.7936,806.99,0.175367,0.984503
10.1,80.0,1,25.69,86.28,3.49,0.7548,808.0,0.175367,0.984503
10.1,80.1,1,26.67,89.51,2.97,0.7768,809.01,0.175367,0.984503
10.1,80.2,1,23.84,86.1,4.21,0.7382,810.02,0.175367,0.984503
10.1,80.3,1,26.02,87.61,3.44,0.7529,811.03,0.175367,0.984503
10.1,80.4,1,26.9,84.23,3.95,0.743,812.04,0.175367,0.984503
10.1,80.5,1,26.04,88.67,5.22,0.7461,813.05,0.175367,0.984503
10.2,76.0,1,25.28,72.66,3.79,0.9722,775.2,0.177085,0.984196
10.2,76.1,1,25.17,72.29,3.58,0.9552,776.22,0.177085,0.984196
10.2,76.2,1,25.39,76.5,3.15,0.9427,777.24,0.177085,0.984196
10.2,76.3,1,25.24,73.0,3.21,0.9092,778.26,0.177085,0.984196
10.2,76.4,1,24.46,75.8,3.02,0.8646,779.28,0.177085,0.984196
10.2,76.5,1,25.71,77.17,2.34,0.8391,780.3,0.177085,0.984196
10.2,76.6,1,24.61,75.82,2.58,0.8129,781.32,0.177085,0.984196
10.2,76.7,1,22.93,76.71,2.2,0.8057,782.34,0.177085,0.984196
10.2,76.8,1,23.77,81.67,1.23,0.797,783.36,0.177085,0.984196
10.2,76.9,1,23.92,80.88,2.06,0.7846,784.38,0.177085,0.984196
10.2,77.0,1,23.57,77.84,2.57,0.7621,785.4,0.177085,0.984196
10.2,77.1,1,23.86,83.36,1.19,0.7267,786.42,0.177085,0.984196
10.2,77.2,1,23.05,81.44,1.58,0.715,787.44,0.177085,0.984196
10.2,77.3,1,22.78,85.16,1.84,0.6698,788.46,0.177085,0.984196
10.2,77.4,1,23.53,82.55,1.94,0.6675,789.48,0.177085,0.984196
10.2,77.5,1,23.54,86.01,0.73,0.6468,790.5,0.177085,0.984196
10.2,77.6,1,22.05,87.65,1.0,0.6547,791.52,0.177085,0.984196
10.2,77.7,1,21.77,84.04,0.74,0.6207,792.54,0.177085,0.984196
10.2,77.8,1,23.23,87.34,1.45,0.605,793.56,0.177085,0.984196
10.2,77.9,1,22.57,84.05,2.33,0.6057,794.58,0.177085,0.984196
10.2,78.0,1,24.93,85.65,1.53,0.5844,795.6,0.177085,0.984196
10.2,78.1,1,24.8,86.18,1.44,0.5989,796.62,0.177085,0.984196
10.2,78.2,1,24.24,88.42,1.74,0.5803,797.64,0.177085,0.984196
10.2,78.3,1,25.48,87.59,2.0,0.586,798.66,0.177085,0.984196
10.2,78.4,1,22.26,87.78,1.91,0.5612,799.68,0.177085,0.984196
10.2,78.5,1,24.73,87.04,2.64,0.5781,800.7,0.177085,0.984196
10.2,78.6,1,24.1,89.28,2.09,0.5947,801.72,0.177085,0.984196
10.2,78.7,1,24.45,86.12,2.36,0.6133,802.74,0.177085,0.984196
10.2,78.8,1,25.34,87.0,1.53,0.6236,803.76,0.177085,0.984196
10.2,78.9,1,25.69,87.06,2.45,0.6371,804.78,0.177085,0.984196
10.2,79.0,1,24.58,84.67,2.62,0.6743,805.8,0.177085,0.984196
10.2,79.1,1,24.45,87.5,3.07,0.6774,806.82,0.177085,0.984196
10.2,79.2,1,25.54,91.57,2.77,0.7034,807.84,0.177085,0.984196
10.2,79.3,1,24.96,86.32,2.77,0.7255,808.86,0.177085,0.984196
10.2,79.4,1,25.72,92.76,2.81,0.7318,809.88,0.177085,0.984196
10.2,79.5,1,25.45,88.87,3.4,0.7434,810.9,0.177085,0.984196
10.2,79.6,1,23.63,83.31,3.11,0.7694,811.92,0.177085,0.984196
10.2,79.7,1,24.4,82.04,3.72,0.7681,812.94,0.177085,0.984196
10.2,79.8,1,24.86,86.04,3.01,0.7554,813.96,0.177085,0.984196
10.2,79.9,1,25.32,88.94,2.13,0.7493,814.98,0.177085,0.984196
10.2,80.0,1,25.01,87.38,3.35,0.7322,816.0,0.177085,0.984196
10.2,80.1,1,24.51,87.91,3.95,0.7462,817.02,0.177085,0.984196
10.2,80.2,1,25.7,88.39,2.82,0.7533,818.04,0.177085,0.984196
10.2,80.3,1,26.86,87.65,4.37,0.697,819.06,0.177085,0.984196
10.2,80.4,1,26.69,91.19,4.0,0.7035,820.08,0.177085,0.984196
10.2,80.5,1,26.37,84.11,4.48,0.7181,821.1,0.177085,0.984196
10.3,76.0,1,25.12,71.41,3.09,0.9541,782.8,0.178802,0.983885
10.3,76.1,1,24.49,77.63,3.42,0.9545,783.83,0.178802,0.983885
10.3,76.2,1,25.52,73.77,3.59,0.8903,784.86,0.178802,0.983885
10.3,76.3,1,23.57,75.58,4.13,0.8874,785.89,0.178802,0.983885
10.3,76.4,1,24.72,77.89,2.96,0.869,786.92,0.178802,0.983885
10.3,76.5,1,23.81,76.77,3.2,0.8428,787.95,0.178802,0.983885
10.3,76.6,1,25.69,76.78,2.06,0.8093,788.98,0.178802,0.983885
10.3,76.7,1,24.14,79.22,2.19,0.8118,790.01,0.178802,0.983885
10.3,76.8,1,24.57,79.06,1.17,0.7803,791.04,0.178802,0.983885
10.3,76.9,1,24.71,79.03,1.75,0.7488,792.07,0.178802,0.983885
10.3,77.0,1,22.89,76.07,1.8,0.727,793.1,0.178802,0.983885
10.3,77.1,1,22.8,80.79,1.87,0.7171,794.13,0.178802,0.983885
10.3,77.2,1,22.2,84.03,2.03,0.7302,795.16,0.178802,0.983885
10.3,77.3,1,23.46,81.52,1.49,0.6766,796.19,0.178802,0.983885
10.3,77.4,1,23.73,84.12,1.04,0.6849,797.22,0.178802,0.983885
10.3,77.5,1,23.1,86.08,0.35,0.63,798.25,0.178802,0.983885
10.3,77.6,1,23.3,82.36,0.79,0.6215,799.28,0.178802,0.983885
10.3,77.7,1,22.11,82.94,1.61,0.6158,800.31,0.178802,0.983885
10.3,77.8,1,21.99,84.11,1.7,0.5924,801.34,0.178802,0.983885
10.3,77.9,1,23.01,85.87,0.55,0.5939,802.37,0.178802,0.983885
10.3,78.0,1,23.83,85.31,2.02,0.5914,803.4,0.178802,0.983885
10.3,78.1,1,24.6,86.75,1.45,0.5624,804.43,0.178802,0.983885
10.3,78.2,1,23.8,89.14,1.19,0.568,805.46,0.178802,0.983885
10.3,78.3,1,24.9,85.75,2.28,0.5537,806.49,0.178802,0.983885
10.3,78.4,1,23.94,88.51,1.37,0.5813,807.52,0.178802,0.983885
10.3,78.5,1,24.59,88.27,1.74,0.5727,808.55,0.178802,0.983885
10.3,78.6,1,24.99,83.35,2.03,0.5518,809.58,0.178802,0.983885
10.3,78.7,1,24.88,91.51,2.82,0.5958,810.61,0.178802,0.983885
10.3,78.8,1,24.87,87.64,1.64,0.593,811.64,0.178802,0.983885
10.3,78.9,1,24.5,83.77,2.58,0.6082,812.67,0.178802,0.983885
10.3,79.0,1,23.7,88.75,3.04,0.6368,813.7,0.178802,0.983885
10.3,79.1,1,24.86,89.21,3.15,0.6636,814.73,0.178802,0.983885
10.3,79.2,1,24.54,88.65,3.53,0.6857,815.76,0.178802,0.983885
10.3,79.3,1,26.95,87.11,3.07,0.6946,816.79,0.178802,0.983885
10.3,79.4,1,25.52,84.71,2.89,0.7103,817.82,0.178802,0.983885
10.3,79.5,1,25.53,90.2,3.59,0.7166,818.85,0.178802,0.983885
10.3,79.6,1,27.14,88.78,2.96,0.7059,819.88,0.178802,0.983885
10.3,79.7,1,25.73,86.81,3.53,0.7355,820.91,0.178802,0.983885
10.3,79.8,1,25.36,86.71,2.78,0.7224,821.94,0.178802,0.983885
10.3,79.9,1,26.24,89.04,3.96,0.7259,822.97,0.178802,0.983885
10.3,80.0,1,25.45,89.6,2.93,0.722,824.0,0.178802,0.983885
10.3,80.1,1,25.2,89.99,4.13,0.7014,825.03,0.178802,0.983885
10.3,80.2,1,26.92,85.98,3.89,0.7127,826.06,0.178802,0.983885
10.3,80.3,1,26.84,87.42,3.57,0.7006,827.09,0.178802,0.983885
10.3,80.4,1,26.96,86.09,3.75,0.7036,828.12,0.178802,0.983885
10.3,80.5,1,24.36,87.62,4.1,0.68,829.15,0.178802,0.983885
10.4,76.0,1,22.88,74.27,2.55,0.9549,790.4,0.180519,0.983571
10.4,76.1,1,23.63,77.66,3.92,0.9442,791.44,0.180519,0.983571
10.4,76.2,1,23.64,76.07,2.81,0.892,792.48,0.180519,0.983571
10.4,76.3,1,24.17,72.07,1.9,0.8785,793.52,0.180519,0.983571
10.4,76.4,1,24.09,74.98,3.19,0.8558,794.56,0.180519,0.983571
10.4,76.5,1,24.26,75.93,2.92,0.8446,795.6,0.180519,0.983571
10.4,76.6,1,24.53,78.34,2.84,0.7947,796.64,0.180519,0.983571
10.4,76.7,1,23.58,76.18,2.38,0.77,797.68,0.180519,0.983571
10.4,76.8,1,25.2,77.68,1.92,0.7818,798.72,0.180519,0.983571
10.4,76.9,1,24.04,81.97,2.15,0.7725,799.76,0.180519,0.983571
10.4,77.0,1,22.55,77.11,2.17,0.7271,800.8,0.180519,0.983571
10.4,77.1,1,24.93,82.66,2.27,0.7372,801.84,0.180519,0.983571
10.4,77.2,1,22.38,83.41,1.74,0.6977,802.88,0.180519,0.983571
10.4,77.3,1,23.51,83.06,2.03,0.6874,803.92,0.180519,0.983571
10.4,77.4,1,23.59,84.75,1.5,0.6829,804.96,0.180519,0.983571
10.4,77.5,1,23.78,80.82,1.64,0.6428,806.0,0.180519,0.983571
10.4,77.6,1,23.35,82.57,1.45,0.6199,807.04,0.180519,0.983571
10.4,77.7,1,21.86,85.65,0.96,0.6197,808.08,0.180519,0.983571
10.4,77.8,1,23.2,86.09,0.85,0.6168,809.12,0.180519,0.983571
10.4,77.9,1,22.95,87.44,2.25,0.5859,810.16,0.180519,0.983571
10.4,78.0,1,24.32,81.76,0.91,0.5707,811.2,0.180519,0.983571
10.4,78.1,1,22.54,83.27,1.81,0.5573,812.24,0.180519,0.983571
10.4,78.2,1,24.11,88.12,1.84,0.556,813.28,0.180519,0.983571
10.4,78.3,1,23.93,84.64,2.35,0.5582,814.32,0.180519,0.983571
10.4,78.4,1,23.42,86.9,1.48,0.5381,815.36,0.180519,0.983571
10.4,78.5,1,24.61,88.16,1.6,0.54,816.4,0.180519,0.983571
10.4,78.6,1,25.34,88.62,3.21,0.5457,817.44,0.180519,0.983571
10.4,78.7,1,25.53,84.99,2.67,0.5776,818.48,0.180519,0.983571
10.4,78.8,1,24.29,88.22,2.89,0.5779,819.52,0.180519,0.983571
10.4,78.9,1,24.13,89.48,2.22,0.6021,820.56,0.180519,0.983571
10.4,79.0,1,24.69,87.65,3.05,0.6179,821.6,0.180519,0.983571
10.4,79.1,1,26.57,84.53,2.49,0.6232,822.64,0.180519,0.983571
10.4,79.2,1,25.57,88.04,2.89,0.6609,823.68,0.180519,0.983571
10.4,79.3,1,24.99,91.07,3.46,0.6816,824.72,0.180519,0.983571
10.4,79.4,1,24.48,88.16,3.0,0.7048,825.76,0.180519,0.983571
10.4,79.5,1,25.63,87.24,3.58,0.6942,826.8,0.180519,0.983571
10.4,79.6,1,26.81,86.49,3.45,0.6965,827.84,0.180519,0.983571
10.4,79.7,1,25.07,89.92,2.8,0.7161,828.88,0.180519,0.983571
10.4,79.8,1,25.64,86.94,3.33,0.7188,829.92,0.180519,0.983571
10.4,79.9,1,25.26,86.54,3.42,0.705,830.96,0.180519,0.983571
10.4,80.0,1,27.29,86.81,4.01,0.6753,832.0,0.180519,0.983571
10.4,80.1,1,25.15,87.82,4.03,0.6866,833.04,0.180519,0.983571
10.4,80.2,1,26.99,89.77,4.15,0.6773,834.08,0.180519,0.983571
10.4,80.3,1,25.28,86.4,3.84,0.6704,835.12,0.180519,0.983571
10.4,80.4,1,24.51,87.38,3.84,0.6786,836.16,0.180519,0.983571
10.4,80.5,1,27.38,88.02,4.43,0.6655,837.2,0.180519,0.983571
10.5,76.0,1,24.88,78.72,4.3,0.9421,798.0,0.182236,0.983255
10.5,76.1,1,24.0,74.93,3.68,0.9082,799.05,0.182236,0.983255
10.5,76.2,1,23.58,75.96,2.21,0.9052,800.1,0.182236,0.983255
10.5,76.3,1,23.87,76.18,2.85,0.8893,801.15,0.182236,0.983255
10.5,76.4,1,22.01,76.45,2.78,0.8617,802.2,0.182236,0.983255
10.5,76.5,1,25.62,75.19,3.05,0.8201,803.25,0.182236,0.983255
10.5,76.6,1,25.13,76.22,2.13,0.8119,804.3,0.182236,0.983255
10.5,76.7,1,24.31,75.11,2.05,0.8044,805.35,0.182236,0.983255
10.5,76.8,1,24.48,77.53,0.7,0.7797,806.4,0.182236,0.983255
10.5,76.9,1,22.66,75.56,0.58,0.7649,807.45,0.182236,0.983255
10.5,77.0,1,23.57,79.86,2.53,0.7515,808.5,0.182236,0.983255
10.5,77.1,1,24.61,78.23,1.67,0.7319,809.55,0.182236,0.983255
10.5,77.2,1,23.02,81.21,1.84,0.687,810.6,0.182236,0.983255
10.5,77.3,1,23.61,83.77,2.46,0.6887,811.65,0.182236,0.983255
10.5,77.4,1,22.32,83.47,0.84,0.6658,812.7,0.182236,0.983255
10.5,77.5,1,22.87,82.39,0.87,0.6684,813.75,0.182236,0.983255
10.5,77.6,1,22.93,82.86,2.0,0.6448,814.8,0.182236,0.983255
10.5,77.7,1,23.11,86.0,0.42,0.6111,815.85,0.182236,0.983255
10.5,77.8,1,22.31,86.83,0.84,0.6125,816.9,0.182236,0.983255
10.5,77.9,1,24.14,87.35,1.53,0.6008,817.95,0.182236,0.983255
10.5,78.0,1,22.94,88.98,1.14,0.5758,819.0,0.182236,0.983255
10.5,78.1,1,24.09,84.81,1.11,0.5529,820.05,0.182236,0.983255
10.5,78.2,1,23.34,86.57,1.81,0.5358,821.1,0.182236,0.983255
10.5,78.3,1,24.32,86.66,1.7,0.5538,822.15,0.182236,0.983255
10.5,78.4,1,25.09,87.57,1.68,0.5403,823.2,0.182236,0.983255
10.5,78.5,1,23.08,88.88,2.32,0.5187,824.25,0.182236,0.983255
10.5,78.6,1,24.27,90.55,1.9,0.5423,825.3,0.182236,0.983255
10.5,78.7,1,24.47,86.67,2.56,0.5565,826.35,0.182236,0.983255
10.5,78.8,1,24.91,88.17,2.37,0.5626,827.4,0.182236,0.983255
10.5,78.9,1,25.67,89.56,2.57,0.6012,828.45,0.182236,0.983255
10.5,79.0,1,25.24,88.26,2.48,0.6012,829.5,0.182236,0.983255
10.5,79.1,1,22.38,88.7,2.52,0.6061,830.55,0.182236,0.983255
10.5,79.2,1,25.02,85.96,2.86,0.6451,831.6,0.182236,0.983255
10.5,79.3,1,25.47,88.96,3.49,0.6323,832.65,0.182236,0.983255
10.5,79.4,1,25.2,85.67,3.48,0.6528,833.7,0.182236,0.983255
10.5,79.5,1,25.66,88.39,3.44,0.681,834.75,0.182236,0.983255
10.5,79.6,1,25.13,88.61,2.77,0.6951,835.8,0.182236,0.983255
10.5,79.7,1,25.55,90.46,3.25,0.6615,836.85,0.182236,0.983255
10.5,79.8,1,25.25,87.08,3.59,0.6637,837.9,0.182236,0.983255
